2,1,159,294,325,378
2,2,702,342,1102,522
2,3,39,235,203,302
2,4,259,193,284,251
2,5,422,229,493,288
2,6,778,229,801,282
2,7,324,197,351,256
2,8,288,189,311,244
2,10,750,237,769,289
2,11,735,235,757,287
3,1,164,295,329,378
3,2,697,345,1097,521
3,3,39,235,203,302
3,4,259,193,284,251
3,5,420,229,486,298
3,6,778,231,801,282
3,7,323,197,351,256
3,8,288,189,310,244
3,10,750,238,770,289
3,11,734,233,758,287
4,1,169,296,332,379
4,2,697,346,1091,520
4,3,39,235,203,302
4,4,259,192,285,251
4,5,413,232,483,306
4,6,777,232,800,282
4,7,324,198,352,256
4,8,288,189,310,244
4,10,751,239,769,288
4,11,734,232,757,287
5,1,172,297,337,380
5,2,691,343,1087,524
5,3,39,235,203,302
5,4,260,191,285,250
5,5,405,236,481,313
5,6,778,232,800,282
5,7,325,198,352,256
5,8,289,189,310,244
5,10,751,240,770,288
5,11,733,232,757,287
5,12,182,246,332,429
6,1,175,297,343,382
6,2,683,343,1086,524
6,3,39,235,202,302
6,4,260,191,286,251
6,5,400,241,481,314
6,6,777,232,800,282
6,7,326,198,353,256
6,8,289,188,311,244
6,10,752,241,769,288
6,11,733,232,757,286
6,12,186,247,336,430
7,1,180,298,349,383
7,2,681,342,1082,525
7,3,40,235,202,302
7,4,261,190,287,251
7,5,394,242,473,322
7,6,775,233,797,281
7,7,325,198,354,255
7,8,288,188,311,244
7,10,753,242,770,288
7,11,734,232,757,286
7,12,194,247,337,430
8,1,181,299,350,384
8,2,680,342,1081,525
8,3,39,235,203,302
8,4,260,189,287,251
8,5,391,242,472,325
8,6,775,233,797,281
8,7,326,199,354,255
8,8,288,188,311,244
8,10,753,243,770,288
8,11,733,231,756,286
8,12,195,247,339,430
9,1,183,299,351,384
9,2,680,341,1080,525
9,3,39,235,203,302
9,4,261,189,288,251
9,5,390,243,471,327
9,6,775,233,795,280
9,7,327,199,353,256
9,8,288,189,310,244
9,10,753,244,770,288
9,11,733,231,756,286
9,12,196,247,339,430
10,1,183,299,353,385
10,2,679,341,1080,525
10,3,39,235,202,302
10,4,261,189,288,251
10,5,387,248,474,324
10,6,774,232,795,280
10,7,327,199,354,256
10,8,288,189,310,244
10,10,753,244,769,289
10,11,733,231,756,286
10,12,196,247,340,430
11,1,187,299,364,387
11,2,679,341,1077,525
11,3,39,235,203,301
11,4,261,189,288,251
11,5,386,254,459,333
11,6,772,232,793,280
11,7,328,200,355,257
11,8,288,191,311,244
11,10,753,245,769,289
11,11,733,231,756,285
11,12,197,247,353,430
12,1,193,299,365,390
12,2,679,340,1074,525
12,3,40,235,202,301
12,4,261,190,289,251
12,5,380,259,456,341
12,6,772,232,792,280
12,7,328,201,355,257
12,8,288,191,312,244
12,10,753,246,769,290
12,11,733,231,756,285
12,12,206,253,351,437
13,1,194,300,367,391
13,2,679,340,1074,525
13,3,40,235,202,301
13,4,262,190,289,252
13,5,378,261,455,344
13,6,771,233,792,280
13,7,329,201,356,257
13,8,289,192,312,244
13,10,753,246,768,290
13,11,733,231,756,285
13,12,207,255,352,439
14,1,194,300,367,391
14,2,677,340,1073,525
14,3,39,235,203,301
14,4,262,190,289,252
14,5,378,262,454,345
14,6,771,233,792,280
14,7,329,201,356,257
14,8,289,192,312,244
14,10,753,246,769,290
14,11,733,231,756,285
14,12,206,256,353,440
15,1,198,300,374,391
15,2,678,340,1074,525
15,3,40,235,202,301
15,4,258,190,291,252
15,5,373,266,450,351
15,6,770,233,791,280
15,7,330,199,357,256
15,8,289,192,311,244
15,10,753,245,768,290
15,11,733,231,756,285
15,12,210,257,362,441
16,1,204,303,380,392
16,2,677,340,1074,525
16,3,41,235,202,300
16,4,257,190,292,252
16,5,368,271,447,359
16,6,768,231,791,282
16,7,332,197,357,253
16,8,289,192,310,245
16,10,753,244,768,289
16,11,732,231,754,284
16,12,218,258,368,442
17,1,210,304,385,394
17,2,677,340,1075,525
17,3,41,235,202,300
17,4,261,190,289,252
17,5,366,278,439,369
17,6,767,231,790,283
17,7,333,197,357,252
17,8,287,192,310,247
17,10,752,244,768,289
17,11,732,232,754,284
17,12,224,259,373,443
17,14,3,233,55,313
18,1,213,304,393,396
18,2,677,340,1075,525
18,3,40,235,202,300
18,4,261,190,289,251
18,5,364,284,437,380
18,6,766,231,789,283
18,7,334,197,357,251
18,8,287,192,310,248
18,10,752,243,768,289
18,11,731,232,753,284
18,12,229,260,380,444
18,14,2,233,57,313
18,15,329,271,429,409
19,1,222,307,394,399
19,2,678,340,1075,525
19,3,40,235,202,300
19,4,261,191,289,251
19,5,360,291,442,389
19,6,765,232,787,283
19,7,335,195,358,251
19,8,286,192,310,249
19,10,751,243,768,289
19,11,731,232,753,284
19,12,237,261,381,445
19,14,2,232,59,313
19,15,334,275,434,418
19,16,1189,376,1267,545
