2,1,102,13,157,43
2,2,0,17,63,53
3,1,102,13,157,43
3,2,0,17,62,53
4,1,88,15,146,45
4,2,15,17,79,54
5,1,83,15,143,46
5,2,19,17,85,54
6,1,82,15,141,47
6,2,21,16,88,55
7,1,81,15,141,47
7,2,22,16,88,55
8,1,71,11,130,48
8,2,34,19,103,55
9,1,67,10,128,49
9,2,40,19,108,56
10,1,66,11,127,49
10,2,42,20,109,56
11,1,66,11,126,49
11,2,43,20,109,56
12,1,65,4,114,44
12,2,42,22,124,58
13,1,63,1,112,42
13,2,44,22,126,59
14,1,62,0,111,41
14,2,43,23,128,59
15,1,62,0,111,40
15,2,43,23,127,59
16,1,56,0,102,42
16,2,50,23,133,62
17,1,53,0,100,42
17,2,53,24,137,62
18,1,47,3,86,50
18,2,60,23,139,66
19,1,42,4,83,53
19,2,60,24,143,67
